2708,-29,1,2
2742,-41,1,2
1445,10,4,2
1604,10,5,2
2201,-38,8,2
1941,-7,3,2
637,16,7,2
1383,22,4,0
2493,-20,8,0
625,38,7,0
1920,12,3,0
443,24,2,0
264,30,6,2
1321,15,4,2
257,24,6,0
1706,-5,5,2
893,17,0,2
1041,19,0,2
1969,-1,3,2
1986,-2,3,0
1156,31,4,0
2043,-10,3,2
2701,-32,1,2
193,51,6,2
107,63,6,2
1457,17,4,0
753,21,7,2
937,41,0,0
2323,2,8,2
1153,24,4,2
1110,17,0,2
1822,-9,3,2
2378,-17,8,2
2616,-32,1,2
2089,-33,3,2
1681,2,5,2
1211,7,4,2
2575,-43,1,2
2747,-57,1,0
1819,1,5,2
2537,-27,1,2
2778,-24,1,2
819,27,0,2
2822,-27,1,2
1975,-16,3,2
2199,-5,8,0
472,46,2,2
334,46,2,2
19,53,6,2
1866,-7,3,2
2136,-19,3,2
1543,-29,5,2
2553,-19,1,0
1740,13,5,0
118,67,6,2
1633,6,5,0
1455,4,4,2
2593,-32,1,2
503,45,2,2
1060,21,0,2
2615,-30,1,2
1994,-33,3,2
524,44,2,2
189,53,6,0
72,57,6,2
584,35,7,2
982,17,0,2
775,38,7,0
1127,30,4,0
1261,7,4,2
17,38,6,2
2081,-14,3,2
669,44,7,0
1405,2,4,2
291,55,6,2
1428,-1,4,2
2133,-13,3,2
1417,11,4,2
2079,-31,3,2
310,39,2,2
2483,-37,8,2
1892,-16,3,2
2548,-19,1,2
634,51,7,2
2230,-10,8,0
2246,-9,8,2
1845,4,3,0
1287,17,4,2
2575,-29,1,2
2424,-12,8,0
1735,9,5,2
1953,-7,3,2
1415,-3,4,2
202,21,6,2
1538,3,5,0
179,49,6,2
1120,37,0,0
1294,18,4,0
796,16,7,2
1730,-1,5,2
287,64,6,0
1231,30,4,0
517,49,2,2
1062,12,0,2
43,48,6,2
2112,-10,3,0
2062,-25,3,2
1179,12,4,2
1086,17,0,2
290,48,6,2
2460,-29,8,2
2640,-27,1,0
2191,-16,8,0
2359,-29,8,2
34,53,6,2
2831,-20,1,2
2050,6,3,2
1216,20,4,0
1722,18,5,2
31,46,6,2
1251,6,4,2
220,58,6,2
2704,-49,1,2
1840,-1,3,0
2041,-22,3,2
1959,-3,3,0
137,33,6,2
170,43,6,0
347,41,2,2
2319,-18,8,2
2664,-22,1,2
2464,-27,8,2
248,46,6,2
1749,5,5,2
488,39,2,2
311,33,2,0
2599,-11,1,2
678,21,7,2
2227,-34,8,2
2736,-25,1,0
2648,-15,1,2
1593,0,5,2
2108,-34,3,2
1200,19,4,0
70,69,6,2
1026,14,0,2
863,9,0,2
100,42,6,2
952,37,0,2
851,29,0,2
1028,16,0,2
1230,14,4,2
675,24,7,2
2005,-19,3,2
1745,10,5,0
1058,30,0,2
1435,0,4,2
2525,-17,1,2
1123,27,0,2
1558,13,5,2
2370,-17,8,2
1743,-5,5,2
2711,-27,1,2
2776,-52,1,2
1270,18,4,0
1344,3,4,2
1610,3,5,2
30,57,6,2
1779,-26,5,2
2581,-23,1,2
294,41,2,2
862,23,0,2
2833,-26,1,0
2453,-22,8,2
523,32,2,0
1746,-12,5,2
2094,-19,3,2
2518,-25,1,2
996,-1,0,2
2344,-8,8,2
954,25,0,0
164,50,6,2
2632,-29,1,2
1951,-13,3,0
